"city","district","statetin","pincode","created_at","updated_at"
"Mandapeta","East Godavari",37,533340,"2018-06-30 22:47:43","2018-06-30 22:47:43"
"Mandapeta","East Godavari",37,533234,"2018-06-30 22:47:43","2018-06-30 22:47:43"
"Gokavaram","East Godavari",37,533285,"2018-06-30 22:47:43","2018-06-30 22:47:43"
"Pulivendla","Cuddapah",37,516330,"2018-06-30 22:47:43","2018-06-30 22:47:43"
"Kodavaluru","Nellore",37,524319,"2018-06-30 22:47:43","2018-06-30 22:47:43"
"Nellore","Nellore",37,524347,"2018-06-30 22:47:43","2018-06-30 22:47:43"
"Guntur","Guntur",37,522238,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penugonda (mdl)","West Godavari",37,534320,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penugonda (mdl)","West Godavari",37,534320,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penumantra (mdl)","West Godavari",37,534124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Peravali (mdl)","West Godavari",37,534328,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Poduru (mdl)","West Godavari",37,534327,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penumantra (mdl)","West Godavari",37,534238,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Viravasaram (mdl)","West Godavari",37,534247,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram","West Godavari",37,534208,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narasapuram","West Godavari",37,534275,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narsapur (mdl)","West Godavari",37,534275,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanuku","West Godavari",37,534211,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penugonda (mdl)","West Godavari",37,534326,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narsapur (mdl)","West Godavari",37,534280,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram","West Godavari",37,534202,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram","West Godavari",37,534201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram","West Godavari",37,534202,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kalla (mdl)","West Godavari",37,534204,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palakoderu (mdl)","West Godavari",37,534243,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanuku","West Godavari",37,534211,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanuku","West Godavari",37,534211,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram(mdl)","West Godavari",37,534207,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Undi (mdl)","West Godavari",37,534199,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penugonda (mdl)","West Godavari",37,534324,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Velpur (mdl)","West Godavari",37,534222,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanuku (mdl)","West Godavari",37,534215,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Viravasaram (mdl)","West Godavari",37,534245,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Vundrajavaram (mdl)","West Godavari",37,534216,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kalla (mdl)","West Godavari",37,534236,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Akividu (mdl)","West Godavari",37,534235,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"NA","West Godavari",37,534126,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Attili (mdl)","West Godavari",37,534230,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Atchanta (mdl)","West Godavari",37,534123,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram","West Godavari",37,534202,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram","West Godavari",37,534201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram (mdl)","West Godavari",37,534239,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram","West Godavari",37,534202,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Ellamanchili (mdl)","West Godavari",37,534266,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Ellamanchili (mdl)","West Godavari",37,534268,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Poduru (mdl)","West Godavari",37,534267,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanuku","West Godavari",37,534211,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Iragavaram (mdl)","West Godavari",37,534217,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palakol (mdl)","West Godavari",37,534265,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kalla (mdl)","West Godavari",37,534237,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Poduru(mdl)","West Godavari",37,534338,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Peravali (mdl)","West Godavari",37,534330,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Atchanta (mdl)","West Godavari",37,534269,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Viravasaram(mdl)","West Godavari",37,534240,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kalla (mdl)","West Godavari",37,534206,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palacole","West Godavari",37,534260,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Viravasaram(mdl)","West Godavari",37,534250,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanuku (mdl)","West Godavari",37,534218,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penumantra (mdl)","West Godavari",37,534122,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palakoderu (mdl)","West Godavari",37,534209,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mogalturu(mdl)","West Godavari",37,534281,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"U.varam(mdl)","West Godavari",37,534227,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narsapur (mdl)","West Godavari",37,534275,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narasapuram","West Godavari",37,534275,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palacole","West Godavari",37,534260,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palakoderu (mdl)","West Godavari",37,534210,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palakoderu(mdl)","West Godavari",37,534244,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517370,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517351,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517319,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanpalle","Chittoor",37,517257,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517325,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517350,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517326,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517417,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517390,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517408,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517403,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517421,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517599,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517422,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517280,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517391,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517247,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517352,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517414,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517325,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517123,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Arugonda","Chittoor",37,517129,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517002,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517004,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517125,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517130,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Yadamarri","Chittoor",37,517128,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517131,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517167,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517002,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517127,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517132,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517419,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517126,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517418,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517425,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517423,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517401,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517424,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517415,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517432,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517408,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517429,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palamaner","Chittoor",37,517416,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Sydapuram","Nellore",37,524409,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kaluvoya","Nellore",37,524343,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Podalakur","Nellore",37,524345,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rapur","Nellore",37,524408,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Podalakur","Nellore",37,524309,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Balayapalli","Nellore",37,524404,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524406,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Dakkili","Nellore",37,524134,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524410,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kota","Nellore",37,524411,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Vakadu","Nellore",37,524415,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Venkatagiri","Nellore",37,524132,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Venkatagiri","Nellore",37,524132,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Vakadu","Nellore",37,524413,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Vojili","Nellore",37,524402,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524412,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524131,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Manubolu","Nellore",37,524405,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Venkatachalam","Nellore",37,524323,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Survepalli","Nellore",37,524321,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Sydapuram","Nellore",37,524407,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Venkatachalam","Nellore",37,524320,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Sullurpeta","Nellore",37,524123,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittamur","Nellore",37,524403,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Naidupeta","Nellore",37,524421,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Naidupeta","Nellore",37,524126,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Pellakur","Nellore",37,524129,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Sullurpeta","Nellore",37,524121,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Sullurpeta","Nellore",37,524124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Sullurpeta","Nellore",37,524121,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tada","Nellore",37,524401,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittamur","Nellore",37,524127,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chejerla","Nellore",37,524341,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kaluvoya","Nellore",37,524342,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rapur","Nellore",37,524414,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Pedapudi","East Godavari",37,533344,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada Rural","East Godavari",37,533006,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533002,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Karapa","East Godavari",37,533462,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533002,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533003,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533004,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533003,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tallarevu","East Godavari",37,533463,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada (Urban)","East Godavari",37,533016,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Karapa","East Godavari",37,533260,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Satyavedu","Chittoor",37,517646,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kukunoor","West Godavari",37,534444,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tirupati","Chittoor",37,517507,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Guntur","Guntur",37,522034,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"CUDDAPAH","Cuddapah",37,516005,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Peddapalli","Peddapalli",37,505416,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"NA","Prakasam",37,523272,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narasaraopet","Guntur",37,522601,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narasaraopet","Guntur",37,522663,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Attili (mdl)","West Godavari",37,534134,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narasaraopet","Guntur",37,522616,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gangavaram","East Godavari",37,533284,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rajanagaram","East Godavari",37,533296,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rajahmundry Rural","East Godavari",37,533102,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rajahmundry Rural","East Godavari",37,533107,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mandapeta","East Godavari",37,533308,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Yadamarri","Chittoor",37,517128,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gandepalli","East Godavari",37,533297,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gollaprolu","East Godavari",37,533444,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Iragavaram(mdl)","West Godavari",37,534225,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kuppam","Chittoor",37,517426,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Prakasam","Prakasam",37,523214,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rajahmundry Rural","East Godavari",37,533101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Addanki","Prakasam",37,523201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amalapuram","East Godavari",37,533201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Razole","East Godavari",37,533242,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Anakapalle","Visakhapatnam",37,531001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narsipatnam","Visakhapatnam",37,531116,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Anantapur","Ananthapur",37,515001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bhimavaram (mdl)","West Godavari",37,534201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Palakol(mdl)","West Godavari",37,534260,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanuku (mdl)","West Godavari",37,534211,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chittoor","Chittoor",37,517001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madanapalle","Chittoor",37,517325,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Cuddapah","Cuddapah",37,516001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rajampet","Cuddapah",37,516115,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Eluru","West Godavari",37,534001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"J.r.gudem","West Godavari",37,534447,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudivada","Krishna",37,521301,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nuzvid","Krishna",37,521201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudur","Nellore",37,524101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Guntakal","Ananthapur",37,515801,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Guntur","Guntur",37,522002,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mangalagiri","Guntur",37,522503,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"VR puram","East Godavari",37,533349,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kunavaram","East Godavari",37,533350,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Hindupur","Ananthapur",37,515201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Dharmavaram","Ananthapur",37,515671,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada","East Godavari",37,533001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kakinada","East Godavari",37,533440,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nandyal","Kurnool",37,518501,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Markapur","Prakasam",37,523316,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Narasaraopet","Guntur",37,522601,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Sattenapalle","Guntur",37,522403,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nellore","Nellore",37,524001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kavali","Nellore",37,524201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parvathipuram","Vizianagaram",37,535501,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bobbili","Vizianagaram",37,535558,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chirala","Prakasam",37,523155,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kandukur","Prakasam",37,523105,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kanigiri","Prakasam",37,523240,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Ongole","Prakasam",37,523001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Proddatur","Cuddapah",37,516360,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Pulivendla","Cuddapah",37,516390,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rajahmundry","East Godavari",37,533101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Ramachandrapuram","East Godavari",37,533255,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bandar","Krishna",37,521001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Avanigadda","Krishna",37,521121,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Srikakulam","Srikakulam",37,532001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amadalavalasa","Srikakulam",37,532185,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tekkali","Srikakulam",37,532201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kurnool","Kurnool",37,518001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Adoni","Kurnool",37,518301,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Krishna","Krishna",37,520001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Vijayawada (Urban)","Krishna",37,520002,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadepalligudem","West Godavari",37,534101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kovvur","West Godavari",37,534350,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tenali","Guntur",37,522201,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bapatla","Guntur",37,522101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tirupati (Urban)","Chittoor",37,517501,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chandragiri","Chittoor",37,517101,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Srikalahasti","Chittoor",37,517644,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Visakhapatnam (Urban)","Visakhapatnam",37,530001,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Visakhapatnam (Urban)","Visakhapatnam",37,530004,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Vizianagaram","Vizianagaram",37,535002,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chennekothapalle","Ananthapur",37,515651,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bathalapalli","Ananthapur",37,515661,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kanaganapalli","Ananthapur",37,515641,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Raptadu","Ananthapur",37,515722,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515501,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Lepakshi","Ananthapur",37,515331,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"N.p. Kunta","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"N.p. Kunta","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Talupula","Ananthapur",37,515581,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanakallu","Ananthapur",37,515571,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanakallu","Ananthapur",37,515571,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanakallu","Ananthapur",37,515571,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanakallu","Ananthapur",37,515571,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tanakal","Ananthapur",37,515571,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Lepakshi","Ananthapur",37,515331,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Lepakshi","Ananthapur",37,515331,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Agali","Ananthapur",37,515311,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amarapuram","Ananthapur",37,515281,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amarapuram","Ananthapur",37,515281,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amarapuram","Ananthapur",37,515281,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amarapuram","Ananthapur",37,515281,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amarapuram","Ananthapur",37,515281,"2018-06-30 22:47:44","2018-06-30 22:47:44"
